	name	encoding
10	doni	"[-0.09462797  0.08807977  0.06593728 -0.05572979 -0.03763109  0.00611385
 -0.04478556 -0.01492233  0.21147299 -0.10613     0.174519    0.02350059
 -0.21449794 -0.08088499 -0.02343978  0.06003493 -0.14187479 -0.13656548
 -0.05376839 -0.15108782  0.05370932  0.01833812  0.05108718  0.06178731
 -0.18412177 -0.33722246 -0.08328488 -0.13399106  0.08635226 -0.13963315
 -0.08824333 -0.006117   -0.19342422 -0.04522386 -0.05317181  0.0971695
 -0.04889379 -0.06452976  0.18904975  0.06005145 -0.13488665  0.00947507
 -0.00360157  0.34508821  0.18991053  0.06208897  0.03121415 -0.03749949
  0.12561616 -0.24845691  0.11766662  0.21679576  0.07833561  0.07022969
  0.13927092 -0.1135913   0.02601661  0.09622162 -0.19534957  0.10797747
  0.02043289  0.01035135  0.02146778 -0.06765409  0.16237664  0.09538019
 -0.06708653 -0.12942649  0.12657779 -0.24379897 -0.03278636  0.12448264
 -0.09067933 -0.21117142 -0.25132179  0.06933133  0.42606288  0.27048337
 -0.09989078  0.0523663  -0.10084304 -0.11889598  0.11242217  0.0558996
 -0.10901189  0.06731008 -0.09672364  0.07368299  0.20732468  0.02975139
 -0.04484683  0.20942935  0.0471978  -0.00507315  0.02800469  0.02360742
 -0.13665822  0.02994408 -0.12339547 -0.00956684  0.00266871 -0.13307494
 -0.01577562  0.04711571 -0.22031388  0.13176526  0.01664392 -0.08493733
 -0.06004854  0.05795028 -0.16218857 -0.05057196  0.1576211  -0.32354128
  0.12961216  0.25357476  0.08015684  0.16890223  0.05464669  0.06178357
  0.0128496  -0.06276678 -0.09078091 -0.08380336 -0.00741313 -0.00330372
  0.05614319  0.0458484 ]"
11	doni	"[-0.08210636  0.13173859  0.03348003 -0.05199383 -0.08392867 -0.02125213
 -0.03278081 -0.0287922   0.22506781 -0.12573005  0.21125589  0.01846566
 -0.21386413 -0.03066657 -0.04663759  0.05701901 -0.1600454  -0.07183276
 -0.06217326 -0.1429193   0.04407305  0.07183604  0.02025639  0.08428739
 -0.11998014 -0.31878054 -0.09816388 -0.10111305  0.11222195 -0.1548553
 -0.06047646  0.00101213 -0.14024565 -0.05553583 -0.04564681  0.08343416
 -0.06250313 -0.08855782  0.22290792  0.03774607 -0.11683702 -0.00816177
 -0.01655308  0.33511943  0.15116021  0.03002146  0.0570504  -0.0889998
  0.15970324 -0.19249453  0.09180655  0.20251948  0.07211028  0.0803882
  0.08530658 -0.14501472  0.00686363  0.11712977 -0.19423613  0.09132672
  0.06262164 -0.05557789  0.01973911 -0.05087934  0.18235663  0.09013882
 -0.06396569 -0.15697418  0.15864965 -0.24438494 -0.04474739  0.11518309
 -0.0797819  -0.20177023 -0.22294582  0.10058456  0.42842025  0.25490224
 -0.05757189  0.0590221  -0.09271342 -0.13256292  0.10785943  0.10050078
 -0.11485752  0.04387507 -0.10350688  0.11831519  0.20972784  0.0177156
 -0.05666101  0.20026478  0.04671074  0.03987582  0.0409811   0.02197829
 -0.15627974  0.05179596 -0.07445067  0.04746305  0.05171809 -0.14563492
  0.0063172   0.04996219 -0.16229051  0.17229246 -0.00776114 -0.06274126
 -0.05532248  0.0147672  -0.14434412 -0.02144614  0.19668265 -0.28427345
  0.18379755  0.16222282  0.08473278  0.2175563   0.06040971  0.10168473
  0.02099935 -0.09412061 -0.11540955 -0.07023407  0.01205499 -0.00676505
  0.11070123  0.03365109]"
12	doni	"[-0.11927059  0.06776035  0.063411   -0.10028442 -0.09192314  0.04466306
  0.0025138   0.02994896  0.21158695 -0.09465269  0.21047683  0.0288625
 -0.27699414 -0.07532114 -0.05603378  0.05059616 -0.13871481 -0.07231887
 -0.07195725 -0.14461745  0.06123969  0.07078645  0.01824702  0.03791999
 -0.15738307 -0.32969314 -0.06944054 -0.08760777  0.03242551 -0.18055125
 -0.0532932   0.03811426 -0.19742361 -0.08158249 -0.06806732  0.13975233
 -0.06659879 -0.07340248  0.1761896   0.05702738 -0.07310123  0.02198809
 -0.0091815   0.35301468  0.16845846  0.02964836  0.01140994 -0.02726573
  0.11670025 -0.31673196  0.07926086  0.17917083  0.06951806  0.05297615
  0.09322907 -0.15309353  0.00406677  0.12231284 -0.20670488  0.10668483
  0.01110717 -0.09138734 -0.02587387 -0.07197403  0.18138887  0.12103764
 -0.06675967 -0.15096529  0.17094375 -0.19040109 -0.00240153  0.12330377
 -0.0900941  -0.20367168 -0.19265795  0.1356833   0.42158106  0.25152528
 -0.11931121  0.04239833 -0.1512118  -0.06131181  0.10728993  0.02551924
 -0.05099165  0.03284681 -0.13491835  0.11956585  0.17887925 -0.0036582
 -0.06253538  0.22961488  0.08620521  0.02697291  0.07486466 -0.01710652
 -0.1254382   0.04313643 -0.14867647  0.04042836  0.04541542 -0.17094715
  0.00521523  0.03681254 -0.13864809  0.1472732   0.00774828 -0.09011073
 -0.03944034 -0.03967765 -0.15287903 -0.01196936  0.19577131 -0.3445791
  0.18194011  0.19631672  0.0518932   0.23217084  0.06906132  0.09265798
  0.02752137 -0.06990685 -0.10617989 -0.06761365  0.01349499  0.00582677
  0.07679909  0.03480643]"
13	doni	"[-0.10613342  0.11650605  0.05645335 -0.08467311 -0.09467272  0.01924459
  0.01608524 -0.00185902  0.16621649 -0.10100956  0.20289709 -0.02596473
 -0.29122743  0.01160872 -0.05550212  0.0338857  -0.14614266 -0.06546732
 -0.12136127 -0.18860523  0.05235785  0.07980963 -0.01849565  0.03112118
 -0.21352622 -0.26876304 -0.04857738 -0.11200626  0.0577116  -0.15022947
  0.01917144  0.00430933 -0.20930064 -0.03073917 -0.07302336  0.07274346
 -0.10441484 -0.0825977   0.20055138  0.03138408 -0.11370826  0.01729989
  0.01417015  0.34908107  0.1684113   0.0188427   0.00277678 -0.02530193
  0.13769984 -0.29076281  0.07214557  0.19040324  0.07932703  0.11428067
  0.07334854 -0.1629619   0.04188387  0.14343289 -0.18555789  0.11806031
  0.04802522 -0.09198068  0.00635515 -0.04008796  0.17429321  0.06431319
 -0.07091277 -0.12448724  0.17331398 -0.20788378 -0.02223715  0.14803995
 -0.07936089 -0.20954295 -0.19502138  0.13173275  0.42845583  0.25682715
 -0.1057663   0.01601681 -0.12161384 -0.06789438  0.12370668  0.03564926
 -0.07003906 -0.02689826 -0.11865528  0.12476328  0.24424219 -0.03022166
 -0.07020044  0.24029854  0.07775766 -0.0276353   0.02334318 -0.0163893
 -0.17845705  0.03139846 -0.08296184  0.02952538  0.07902159 -0.16008958
 -0.02393624  0.0723246  -0.17484191  0.22637251  0.01411215 -0.06809547
 -0.04565905 -0.01865818 -0.11803292  0.0162807   0.21241374 -0.29077306
  0.2147122   0.19039048  0.05930324  0.19937409  0.07266647  0.0488237
  0.03134029 -0.04241153 -0.15324855 -0.11184473  0.02866504 -0.01718027
  0.08476853  0.02860209]"
14	doni	"[-0.12095035  0.07737955  0.08284107 -0.07096325 -0.10648177  0.00629013
 -0.04522075  0.02363436  0.19672982 -0.13677724  0.18747778  0.02446678
 -0.21940918 -0.00870795 -0.04135082  0.07009125 -0.12862568 -0.07502925
 -0.05042393 -0.17705502  0.06310843  0.10019499 -0.01145085  0.06534358
 -0.14421831 -0.28116471 -0.08320387 -0.06350037  0.04258667 -0.13131487
 -0.01968475  0.01654337 -0.16997629 -0.03528872 -0.03889536  0.11765422
 -0.09231169 -0.07248145  0.18551038  0.04810938 -0.09785071  0.01144868
  0.0136926   0.33329973  0.13815418  0.03618593  0.0226039  -0.05301052
  0.15190069 -0.27009243  0.09373987  0.20601115  0.06441975  0.09572402
  0.09387715 -0.12287289  0.03037022  0.13990876 -0.17081159  0.11032597
  0.03519869 -0.07292694  0.00826573 -0.06384143  0.18340543  0.11133586
 -0.07518369 -0.16229284  0.15175235 -0.20831494 -0.08156123  0.14311455
 -0.08355571 -0.18177585 -0.23653966  0.10280059  0.45390621  0.23216031
 -0.07827476  0.05120874 -0.09565512 -0.09313279  0.09380392  0.08422719
 -0.09214176  0.01885443 -0.09313039  0.11343447  0.22154641  0.02458014
 -0.07237245  0.21536432  0.1018989   0.04097269  0.04397249  0.01754543
 -0.11555263 -0.00158149 -0.10676438  0.00915941  0.02538898 -0.13328092
 -0.01124941  0.05961481 -0.17754358  0.21406655  0.00461034 -0.06136867
 -0.06309462  0.03989159 -0.14756644  0.01288666  0.16873015 -0.29744121
  0.16179803  0.16470397  0.08564106  0.20836738  0.06878693  0.09033543
  0.00606645 -0.09008241 -0.10365581 -0.09317905  0.00162501  0.00716984
  0.09088105  0.06247564]"
15	doni	"[-7.12857619e-02  8.97138119e-02  3.62924822e-02 -7.88386539e-02
 -5.29377535e-02 -1.15255620e-02 -4.11503837e-02 -1.70474648e-02
  2.20174596e-01 -9.62525904e-02  1.73204780e-01  3.64210419e-02
 -2.51304448e-01 -7.19520077e-02 -5.90889193e-02  4.30788808e-02
 -1.39583811e-01 -1.06344409e-01 -6.25964701e-02 -1.39060944e-01
  8.62832963e-02  4.52483967e-02  5.18151969e-02  6.91823587e-02
 -1.83306083e-01 -3.01262528e-01 -1.10579163e-01 -9.64734405e-02
  3.31819877e-02 -1.51914269e-01 -6.52533472e-02  3.84140672e-04
 -1.82608142e-01 -7.31239617e-02 -5.49126118e-02  1.02039471e-01
 -5.98390512e-02 -8.84841159e-02  1.66182950e-01  5.86307645e-02
 -1.01225480e-01 -5.33436239e-03  7.18939397e-03  3.35084647e-01
  1.88131586e-01  5.33501022e-02  1.97792854e-02 -4.66662757e-02
  1.15707293e-01 -2.58517444e-01  1.16485827e-01  2.01156631e-01
  7.36718550e-02  9.19711813e-02  1.20484240e-01 -1.27971083e-01
  2.99753267e-02  1.30613536e-01 -2.00023994e-01  6.82813078e-02
  7.43275043e-03 -2.99546123e-03  2.24327724e-02 -6.06725626e-02
  1.56190068e-01  1.12736367e-01 -7.54674599e-02 -1.18532062e-01
  1.32881075e-01 -2.37234950e-01 -3.26239057e-02  1.12027675e-01
 -1.00087956e-01 -2.10151941e-01 -2.40815848e-01  8.18454251e-02
  4.30350453e-01  2.61301666e-01 -7.26987869e-02  3.39579284e-02
 -1.11362472e-01 -9.69403610e-02  9.06053111e-02  1.37691051e-02
 -1.12753361e-01  5.98858967e-02 -1.11630961e-01  1.17127702e-01
  1.92677170e-01  1.63416527e-02 -6.95834234e-02  2.15529040e-01
  6.27604872e-02  1.25868944e-02  6.32389709e-02  2.93915719e-02
 -1.21330425e-01  5.35401478e-02 -1.27807990e-01  4.62413952e-02
  2.20066588e-02 -1.48447499e-01 -1.15975384e-02  4.35383618e-02
 -1.58652514e-01  1.21062301e-01  3.90639864e-02 -9.44111571e-02
 -7.19941556e-02  2.01565381e-02 -1.97847545e-01 -5.02330177e-02
  1.70876890e-01 -3.19259971e-01  1.45244703e-01  2.10999504e-01
  7.45931715e-02  1.91820756e-01  4.48074043e-02  8.21601748e-02
  8.24089907e-03 -9.16915685e-02 -7.66625777e-02 -6.87465444e-02
  1.71666853e-02  1.55397952e-02  8.62862840e-02  3.87577452e-02]"
16	doni	"[-9.86264274e-02  1.23565234e-01  4.11354639e-02 -2.40553245e-02
 -6.28559217e-02  1.03273671e-02 -4.96919341e-02 -5.49817458e-02
  2.03115016e-01 -1.14498317e-01  2.27429464e-01  1.64222810e-03
 -2.32417375e-01 -2.91248458e-03 -4.37816493e-02  4.73872423e-02
 -1.35540664e-01 -5.99643365e-02 -8.66199881e-02 -1.78277344e-01
  4.78681177e-02  1.47125376e-02  1.96101237e-02  5.53114824e-02
 -1.56717718e-01 -3.24122876e-01 -7.79886022e-02 -1.01654544e-01
  9.16886181e-02 -1.42651424e-01 -3.73825692e-02 -3.45703289e-02
 -1.84686542e-01 -4.91977111e-02 -4.99894582e-02  8.67321640e-02
 -1.15618773e-01 -8.92429426e-02  2.18978614e-01  8.81086104e-03
 -9.22567844e-02  3.40170898e-02  3.30643542e-03  3.25700194e-01
  1.51820883e-01  4.63708937e-02  3.88762765e-02 -8.88923854e-02
  1.55131489e-01 -2.21686482e-01  8.57076645e-02  2.28089124e-01
  7.83257931e-02  1.08178288e-01  8.97573233e-02 -1.71923786e-01
  3.54063362e-02  1.11662224e-01 -1.78804159e-01  1.00595511e-01
  6.12541959e-02 -1.94859691e-02  2.96746008e-03 -3.88187096e-02
  1.85792297e-01  1.05485037e-01 -9.01542753e-02 -1.32607967e-01
  1.23725899e-01 -1.81041315e-01  2.07410268e-02  1.16633892e-01
 -1.11690119e-01 -2.63699085e-01 -1.94508508e-01  1.27261639e-01
  4.58239168e-01  2.36379549e-01 -8.36317986e-02  3.57521661e-02
 -1.26600549e-01 -9.84148309e-02  1.19452208e-01  5.69455624e-02
 -7.98863769e-02 -2.32887566e-02 -9.86829326e-02  1.30318493e-01
  1.90474883e-01 -1.13271847e-02 -6.19258769e-02  1.97278380e-01
  4.28526774e-02  1.01375934e-02  4.56974842e-04  4.99134101e-02
 -2.10628837e-01  6.51069805e-02 -8.93546641e-02  1.63730569e-02
  5.39927036e-02 -1.14528090e-01  1.33059798e-02  2.73136236e-02
 -1.81607455e-01  1.98392943e-01  2.78166011e-02 -4.51049730e-02
 -2.38912515e-02  1.41825872e-02 -1.58022031e-01 -8.24046694e-03
  1.80741355e-01 -3.24501306e-01  2.22268209e-01  1.85607851e-01
  8.00708830e-02  2.20394954e-01  8.12888965e-02  7.40304887e-02
  4.38750759e-02 -4.46050540e-02 -1.31988660e-01 -7.19603300e-02
 -2.83271819e-02  1.76564604e-02  6.10885061e-02  2.19365992e-02]"
17	doni	"[-1.02008879e-01  1.44862294e-01  5.03144115e-02 -2.82241553e-02
 -9.73438993e-02 -3.32261883e-02 -3.77686247e-02 -2.28169523e-02
  1.92823082e-01 -1.25588447e-01  2.08838388e-01 -5.53254038e-04
 -2.30485424e-01 -6.46201335e-03 -4.05516028e-02  4.91525903e-02
 -1.67069182e-01 -5.97712696e-02 -8.18904489e-02 -1.39954954e-01
  5.69448434e-02  6.63714707e-02  1.02426857e-02  7.02442527e-02
 -1.50787383e-01 -3.39247018e-01 -8.97254273e-02 -8.31719637e-02
  6.70821369e-02 -1.19894542e-01  1.11451810e-02 -5.99931786e-03
 -1.67758897e-01 -2.07925830e-02 -4.29471247e-02  6.51912987e-02
 -5.52068725e-02 -3.12027298e-02  1.67727619e-01  3.67678106e-02
 -1.30360663e-01 -4.19422518e-03 -1.86875928e-02  3.30660284e-01
  1.51646212e-01  8.12265053e-02  5.48621826e-02 -8.19873363e-02
  1.61650375e-01 -1.90909117e-01  8.30926225e-02  2.06568077e-01
  5.89175299e-02  6.92948550e-02  8.45009163e-02 -1.55504405e-01
  2.58232728e-02  1.24532282e-01 -1.95891067e-01  9.34304819e-02
  8.94732624e-02 -5.97151220e-02  1.95994657e-02 -3.04862615e-02
  1.70330390e-01  6.31054044e-02 -1.02341622e-01 -1.49206907e-01
  1.44503564e-01 -2.47961149e-01 -8.04375205e-03  1.37508407e-01
 -7.45356679e-02 -2.12696269e-01 -2.50898182e-01  8.25011134e-02
  4.68945444e-01  2.23539487e-01 -7.09009469e-02 -4.67941351e-03
 -1.00477748e-01 -8.69465917e-02  1.24635667e-01  9.89935100e-02
 -8.96555930e-02 -2.04723235e-02 -1.41246110e-01  9.90789235e-02
  2.04231426e-01  2.09019240e-02 -6.51080310e-02  1.98628783e-01
  5.19310609e-02  9.57697630e-03 -2.23145075e-03  3.88714373e-02
 -2.03735143e-01  3.65804061e-02 -4.61217761e-02  4.64872345e-02
 -1.43506620e-02 -1.16462998e-01 -4.54592891e-02  3.12219579e-02
 -1.39389336e-01  2.25393414e-01  4.26058657e-04 -3.86399925e-02
 -9.59674418e-02  1.32437516e-02 -1.42129645e-01 -1.01071345e-02
  1.64925948e-01 -2.92543679e-01  1.79747000e-01  1.61645845e-01
  7.21609741e-02  2.24734142e-01  3.93716656e-02  9.09755379e-02
 -5.10122441e-03 -7.86953717e-02 -1.26189291e-01 -1.04704335e-01
 -3.08053996e-02 -4.03489694e-02  1.02825910e-01  2.37421319e-03]"
18	doni	"[-0.1070369   0.10719174  0.04369048 -0.03340657 -0.04312201 -0.03696841
 -0.04189877 -0.06101051  0.21420974 -0.11404014  0.21443848 -0.01472528
 -0.20260677 -0.08217873 -0.03364888  0.01425171 -0.13499661 -0.13544543
 -0.04390692 -0.13040639  0.08372631 -0.01551158  0.05398332  0.07028295
 -0.20854604 -0.32988897 -0.09527214 -0.11256791  0.05091859 -0.13532141
 -0.05732654 -0.0124607  -0.2138591  -0.06264257 -0.0934355   0.08877581
 -0.0350646  -0.02523566  0.17951483  0.01909985 -0.13471204  0.01674289
 -0.03174715  0.32438961  0.16244309  0.06177809  0.02354868 -0.05330626
  0.08519042 -0.18614332  0.08665383  0.20795457  0.09798165  0.03876925
  0.08655183 -0.11982425  0.00565972  0.09188716 -0.16480474  0.06846134
  0.02835028 -0.01018745  0.02184777 -0.04918753  0.18577377  0.08602017
 -0.05021462 -0.1120712   0.13384867 -0.21104471 -0.01688668  0.12875411
 -0.08310671 -0.22720557 -0.22815414  0.08348317  0.43002623  0.20596766
 -0.11356469  0.05028965 -0.12195454 -0.08900859  0.09910349  0.02361466
 -0.11784729  0.08267659 -0.14438821  0.09879539  0.19912302  0.01140494
 -0.05223421  0.18329115  0.05231575  0.01344457  0.06179114 -0.00071551
 -0.13905849  0.068746   -0.11958977  0.02747472  0.02514188 -0.11597379
 -0.03245443  0.0248951  -0.17706211  0.13472366  0.03714591 -0.09308401
 -0.07844228  0.04680895 -0.14810126 -0.0643931   0.15419713 -0.31962776
  0.13268431  0.20365046  0.08591356  0.21218149  0.05266058  0.06420206
  0.00235905 -0.03235096 -0.10166782 -0.05519485  0.01274301 -0.01474129
  0.10033833  0.04020588]"
19	doni	"[-0.099755    0.11698979  0.0471516  -0.0453079  -0.11162063  0.01693514
 -0.058041   -0.02025079  0.19086745 -0.11154534  0.18102954  0.02838255
 -0.25944784 -0.02842454 -0.05955641  0.04448756 -0.14236754 -0.12570152
 -0.05740776 -0.14856787  0.05348215  0.06711457  0.0167852   0.07116705
 -0.17029321 -0.29439348 -0.07457364 -0.10757793  0.05257818 -0.14193788
 -0.06568636 -0.00541534 -0.19897695 -0.05453787 -0.06364921  0.1032719
 -0.06411864 -0.08563562  0.20065337  0.05592254 -0.1267239   0.01796992
  0.01052611  0.34524772  0.17978825  0.02540336  0.02896464 -0.05185191
  0.13943827 -0.26386318  0.11806816  0.23594397  0.07838722  0.09077507
  0.07689547 -0.15913773  0.01716903  0.12126714 -0.18290511  0.08563822
  0.03573248 -0.01575954  0.03337445 -0.0398367   0.2077096   0.13003567
 -0.05422924 -0.14378318  0.16251381 -0.2321949  -0.06570355  0.11720416
 -0.10166613 -0.18724567 -0.22941956  0.09801461  0.43827164  0.23279193
 -0.08821436  0.07094502 -0.12718546 -0.10579799  0.09201434  0.06115443
 -0.09401668  0.04952782 -0.11673822  0.11414418  0.24017823  0.01723281
 -0.06279475  0.22219039  0.0956606  -0.00472488  0.09946954  0.0355456
 -0.13307624  0.0045981  -0.13434581  0.01598965  0.0169067  -0.14111431
 -0.02177758  0.05207706 -0.17688291  0.15534523  0.02031859 -0.07885554
 -0.07728265 -0.00246013 -0.1436234  -0.02021635  0.18515915 -0.29906842
  0.18895498  0.14910543  0.07577878  0.2112616   0.07081308  0.08130071
  0.0095227  -0.09038866 -0.09235967 -0.09737498  0.01520412  0.00608477
  0.09762891  0.06825792]"
